image_path,filename,class,label,phash
data/raw/busi/images/benign_id_100.png,benign_id_100.png,benign,0,b4dac7a561585a1e
data/raw/busi/images/benign_id_101.png,benign_id_101.png,benign,0,acd21a6df0da8ca5
data/raw/busi/images/benign_id_102.png,benign_id_102.png,benign,0,a5e5d4929a5999d8
data/raw/busi/images/benign_id_103.png,benign_id_103.png,benign,0,c29ee0c439b9c8de
data/raw/busi/images/benign_id_104.png,benign_id_104.png,benign,0,86cb7130687875dd
data/raw/busi/images/benign_id_106.png,benign_id_106.png,benign,0,acb9734606577839
data/raw/busi/images/benign_id_107.png,benign_id_107.png,benign,0,85856b3be6e4d898
data/raw/busi/images/benign_id_108.png,benign_id_108.png,benign,0,80a00ccc339effdd
data/raw/busi/images/benign_id_109.png,benign_id_109.png,benign,0,a1bcc5c3783c079b
data/raw/busi/images/benign_id_111.png,benign_id_111.png,benign,0,b2e8cd1212e0ecfd
data/raw/busi/images/benign_id_112.png,benign_id_112.png,benign,0,c3ccb4263383a6fc
data/raw/busi/images/benign_id_113.png,benign_id_113.png,benign,0,90ac76537b626565
data/raw/busi/images/benign_id_115.png,benign_id_115.png,benign,0,94e43359daa4d89b
data/raw/busi/images/benign_id_117.png,benign_id_117.png,benign,0,8eaa621d357d6a4a
data/raw/busi/images/benign_id_118.png,benign_id_118.png,benign,0,f1a39bc0066e4fd1
data/raw/busi/images/benign_id_120.png,benign_id_120.png,benign,0,eaaa1f3770701c0f
data/raw/busi/images/benign_id_121.png,benign_id_121.png,benign,0,a5a5c69a9b18d8d9
data/raw/busi/images/benign_id_123.png,benign_id_123.png,benign,0,e79d9411236b6d64
data/raw/busi/images/benign_id_124.png,benign_id_124.png,benign,0,c2e1170e3d47c33b
data/raw/busi/images/benign_id_125.png,benign_id_125.png,benign,0,c3b8bcc668f1788c
data/raw/busi/images/benign_id_126.png,benign_id_126.png,benign,0,c2b93dce6ab1710c
data/raw/busi/images/benign_id_137.png,benign_id_137.png,benign,0,a5df7830021fcdc5
data/raw/busi/images/benign_id_142.png,benign_id_142.png,benign,0,e4a31b5e8ce4c399
data/raw/busi/images/benign_id_143.png,benign_id_143.png,benign,0,89f43a703c8c87e7
data/raw/busi/images/benign_id_144.png,benign_id_144.png,benign,0,90ecef3723c0ccd2
data/raw/busi/images/benign_id_145.png,benign_id_145.png,benign,0,c1ad3e50058bbbec
data/raw/busi/images/benign_id_146.png,benign_id_146.png,benign,0,e18bba2e4a630d6d
data/raw/busi/images/benign_id_147.png,benign_id_147.png,benign,0,9fe428006af6b79c
data/raw/busi/images/benign_id_148.png,benign_id_148.png,benign,0,eeb1318e8ece3071
data/raw/busi/images/benign_id_149.png,benign_id_149.png,benign,0,86f8e1871fb238d4
data/raw/busi/images/benign_id_159.png,benign_id_159.png,benign,0,a9ff36a0448b6a9a
data/raw/busi/images/benign_id_160.png,benign_id_160.png,benign,0,f98c0e67437a12bc
data/raw/busi/images/benign_id_161.png,benign_id_161.png,benign,0,8580fbb5d0f4b4aa
data/raw/busi/images/benign_id_162.png,benign_id_162.png,benign,0,c986365a39dd8ae2
data/raw/busi/images/benign_id_165.png,benign_id_165.png,benign,0,a4bb9b5265c0cacb
data/raw/busi/images/benign_id_166.png,benign_id_166.png,benign,0,988589fbf2f08dc8
data/raw/busi/images/benign_id_167.png,benign_id_167.png,benign,0,e19a1ee919d7a688
data/raw/busi/images/benign_id_168.png,benign_id_168.png,benign,0,85f34b8c32f38d8c
data/raw/busi/images/benign_id_169.png,benign_id_169.png,benign,0,9d9f6660f283c985
data/raw/busi/images/benign_id_170.png,benign_id_170.png,benign,0,a6ecd192c0eceb94
data/raw/busi/images/benign_id_171.png,benign_id_171.png,benign,0,e88b3274d793e988
data/raw/busi/images/benign_id_172.png,benign_id_172.png,benign,0,8dfc70c243c3d9b8
data/raw/busi/images/benign_id_173.png,benign_id_173.png,benign,0,90af6ee6d29290b9
data/raw/busi/images/benign_id_174.png,benign_id_174.png,benign,0,c3b3bccdc171306c
data/raw/busi/images/benign_id_175.png,benign_id_175.png,benign,0,a2f94cc6733998c6
data/raw/busi/images/benign_id_176.png,benign_id_176.png,benign,0,94ab1bcc9cc0c797
data/raw/busi/images/benign_id_178.png,benign_id_178.png,benign,0,88e79d51228cdbf4
data/raw/busi/images/benign_id_179.png,benign_id_179.png,benign,0,fbd964445b932307
data/raw/busi/images/benign_id_180.png,benign_id_180.png,benign,0,c7b93ac2e4ac8b92
data/raw/busi/images/benign_id_181.png,benign_id_181.png,benign,0,89a6d9db264d7298
data/raw/busi/images/benign_id_182.png,benign_id_182.png,benign,0,d2ad2dd49216c2fc
data/raw/busi/images/benign_id_183.png,benign_id_183.png,benign,0,f0d14f0e17b1b1c5
data/raw/busi/images/benign_id_184.png,benign_id_184.png,benign,0,95e8ea96970c7878
data/raw/busi/images/benign_id_185.png,benign_id_185.png,benign,0,ea81077a25b6f8b8
data/raw/busi/images/benign_id_186.png,benign_id_186.png,benign,0,faa7181a66e19e86
data/raw/busi/images/benign_id_187.png,benign_id_187.png,benign,0,98e97496638cbab1
data/raw/busi/images/benign_id_188.png,benign_id_188.png,benign,0,805a813e952fd76d
data/raw/busi/images/benign_id_189.png,benign_id_189.png,benign,0,9c9937e4e48d8473
data/raw/busi/images/benign_id_190.png,benign_id_190.png,benign,0,d2acc73334c8b8e3
data/raw/busi/images/benign_id_191.png,benign_id_191.png,benign,0,e8cba3f2808437f3
data/raw/busi/images/benign_id_192.png,benign_id_192.png,benign,0,94cd73131a2dec8d
data/raw/busi/images/benign_id_193.png,benign_id_193.png,benign,0,e1bf1cae1e91a390
data/raw/busi/images/benign_id_194.png,benign_id_194.png,benign,0,cce9083432f36bab
